,stimuli,mos,mos_pred,model,speaker
33,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/146.wav,2.0,2.419895887374878,NISQA_TTS_v1,A6
34,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/147.wav,1.0,2.9288244247436523,NISQA_TTS_v1,A6
35,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/148.wav,2.0,3.259875535964966,NISQA_TTS_v1,A6
36,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/149.wav,2.0,2.252004861831665,NISQA_TTS_v1,A6
37,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/150.wav,1.0,2.3092329502105717,NISQA_TTS_v1,A6
38,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/151.wav,3.0,3.2835543155670166,NISQA_TTS_v1,A6
39,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/152.wav,2.0,2.9910037517547607,NISQA_TTS_v1,A6
40,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/153.wav,3.0,2.5632359981536865,NISQA_TTS_v1,A6
41,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/154.wav,3.0,3.156223773956299,NISQA_TTS_v1,A6
42,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/158.wav,5.0,2.8256423473358154,NISQA_TTS_v1,A6
43,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/159.wav,4.0,3.3878660202026367,NISQA_TTS_v1,A6
44,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/160.wav,1.5,3.237139940261841,NISQA_TTS_v1,A6
45,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/163.wav,5.0,2.3849241733551025,NISQA_TTS_v1,A6
46,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/164.wav,3.0,2.95302152633667,NISQA_TTS_v1,A6
47,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/165.wav,4.0,1.9237457513809204,NISQA_TTS_v1,A6
48,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/166.wav,2.5,2.781054735183716,NISQA_TTS_v1,A6
49,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/167.wav,2.0,2.8820505142211914,NISQA_TTS_v1,A6
50,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/168.wav,2.0,2.501887083053589,NISQA_TTS_v1,A6
51,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/169.wav,2.0,3.0734660625457764,NISQA_TTS_v1,A6
52,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/170.wav,5.0,3.199686050415039,NISQA_TTS_v1,A6
53,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/171.wav,2.0,2.805201530456543,NISQA_TTS_v1,A6
54,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/172.wav,3.0,3.207997560501098,NISQA_TTS_v1,A6
55,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/174.wav,1.0,2.5793044567108154,NISQA_TTS_v1,A6
56,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/175.wav,5.0,2.71455717086792,NISQA_TTS_v1,A6
57,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/176.wav,2.0,2.881063222885132,NISQA_TTS_v1,A6
58,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/177.wav,3.0,3.032632827758789,NISQA_TTS_v1,A6
59,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/179.wav,4.0,2.79034686088562,NISQA_TTS_v1,A6
60,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/180.wav,4.0,2.984591245651245,NISQA_TTS_v1,A6
61,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/182.wav,3.0,2.707141637802124,NISQA_TTS_v1,A6
62,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/184.wav,2.0,2.6820642948150635,NISQA_TTS_v1,A6
63,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/186.wav,2.0,2.931882381439209,NISQA_TTS_v1,A6
64,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/187.wav,3.0,2.901617765426636,NISQA_TTS_v1,A6
65,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/188.wav,2.0,2.957030296325684,NISQA_TTS_v1,A6
66,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/190.wav,2.5,2.8789854049682617,NISQA_TTS_v1,A6
67,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/191.wav,2.0,3.068697690963745,NISQA_TTS_v1,A6
68,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/192.wav,1.0,3.4174516201019287,NISQA_TTS_v1,A6
69,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/194.wav,4.0,2.8470618724823,NISQA_TTS_v1,A6
70,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/195.wav,2.0,3.1728787422180176,NISQA_TTS_v1,A6
71,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/197.wav,1.0,3.392657518386841,NISQA_TTS_v1,A6
72,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/198.wav,4.0,3.229375123977661,NISQA_TTS_v1,A6
73,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/92.wav,2.0,2.991847276687622,NISQA_TTS_v1,A6
74,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/93.wav,4.0,3.335145235061645,NISQA_TTS_v1,A6
75,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/95.wav,3.0,3.042536973953247,NISQA_TTS_v1,A6
76,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/96.wav,3.0,3.3476922512054443,NISQA_TTS_v1,A6
77,/home/aleph/tesis/frontend/public/assets/stimuli_norm/A/A6/98.wav,3.0,3.335145235061645,NISQA_TTS_v1,A6
78,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural1.wav.wav,1.0,2.971771001815796,NISQA_TTS_v1,B9
79,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural10.wav.wav,1.0,1.936026215553284,NISQA_TTS_v1,B9
80,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural11.wav.wav,1.0,1.343476414680481,NISQA_TTS_v1,B9
81,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural12.wav.wav,1.0,1.905367732048035,NISQA_TTS_v1,B9
82,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural14.wav.wav,1.0,1.8909614086151123,NISQA_TTS_v1,B9
83,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural15.wav.wav,1.0,2.069685459136963,NISQA_TTS_v1,B9
84,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural16.wav.wav,1.0,1.5362554788589478,NISQA_TTS_v1,B9
85,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural17.wav.wav,1.0,2.731881856918335,NISQA_TTS_v1,B9
86,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural18.wav.wav,1.0,2.192227840423584,NISQA_TTS_v1,B9
87,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural19.wav.wav,1.0,1.340268611907959,NISQA_TTS_v1,B9
88,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural20.wav.wav,2.0,1.5196150541305542,NISQA_TTS_v1,B9
89,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural21.wav.wav,1.0,2.136005163192749,NISQA_TTS_v1,B9
90,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural22.wav.wav,2.0,2.8197271823883057,NISQA_TTS_v1,B9
91,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural23.wav.wav,1.0,3.8359179496765137,NISQA_TTS_v1,B9
92,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural24.wav.wav,1.0,2.1857526302337646,NISQA_TTS_v1,B9
93,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural27.wav.wav,1.0,2.829728841781616,NISQA_TTS_v1,B9
94,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural28.wav.wav,1.0,1.6592179536819458,NISQA_TTS_v1,B9
95,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural29.wav.wav,1.0,3.0212697982788086,NISQA_TTS_v1,B9
96,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural3.wav.wav,1.0,1.4026768207550049,NISQA_TTS_v1,B9
97,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural30.wav.wav,1.0,4.338489055633545,NISQA_TTS_v1,B9
98,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural31.wav.wav,1.0,1.5378364324569702,NISQA_TTS_v1,B9
99,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural32.wav.wav,1.0,1.4759204387664795,NISQA_TTS_v1,B9
100,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural33.wav.wav,1.0,1.961877703666687,NISQA_TTS_v1,B9
101,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural34.wav.wav,1.0,3.422022581100464,NISQA_TTS_v1,B9
102,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural35.wav.wav,1.0,1.8542377948760984,NISQA_TTS_v1,B9
103,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural36.wav.wav,1.0,1.4059776067733765,NISQA_TTS_v1,B9
104,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural37.wav.wav,1.0,1.589222073554993,NISQA_TTS_v1,B9
105,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural38.wav.wav,2.0,3.536610841751098,NISQA_TTS_v1,B9
106,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural39.wav.wav,1.0,2.944854259490967,NISQA_TTS_v1,B9
107,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural41.wav.wav,1.0,3.2480201721191406,NISQA_TTS_v1,B9
108,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural42.wav.wav,1.0,1.3054065704345703,NISQA_TTS_v1,B9
109,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural43.wav.wav,1.0,1.921988010406494,NISQA_TTS_v1,B9
110,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural44.wav.wav,1.0,1.6067283153533936,NISQA_TTS_v1,B9
111,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural45.wav.wav,1.0,1.575191855430603,NISQA_TTS_v1,B9
112,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural47.wav.wav,1.0,1.6438539028167725,NISQA_TTS_v1,B9
113,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural48.wav.wav,1.0,1.7829841375350952,NISQA_TTS_v1,B9
114,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural49.wav.wav,1.0,1.4006458520889282,NISQA_TTS_v1,B9
115,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural50.wav.wav,1.0,1.0559561252593994,NISQA_TTS_v1,B9
116,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural53.wav.wav,1.0,1.500845193862915,NISQA_TTS_v1,B9
117,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural54.wav.wav,1.0,3.048327207565308,NISQA_TTS_v1,B9
118,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural55.wav.wav,1.0,1.5261964797973633,NISQA_TTS_v1,B9
119,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural56.wav.wav,1.0,2.462232828140259,NISQA_TTS_v1,B9
120,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural57.wav.wav,3.0,3.3227462768554688,NISQA_TTS_v1,B9
121,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural58.wav.wav,2.0,1.4885170459747314,NISQA_TTS_v1,B9
122,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural59.wav.wav,1.0,2.7582876682281494,NISQA_TTS_v1,B9
123,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural6.wav.wav,1.0,2.396800994873047,NISQA_TTS_v1,B9
124,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural60.wav.wav,1.0,3.016118049621582,NISQA_TTS_v1,B9
125,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural61.wav.wav,1.0,2.794289350509644,NISQA_TTS_v1,B9
126,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural62.wav.wav,1.0,1.7541340589523315,NISQA_TTS_v1,B9
127,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural63.wav.wav,1.0,1.9350707530975344,NISQA_TTS_v1,B9
128,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural64.wav.wav,1.0,1.5104261636734009,NISQA_TTS_v1,B9
129,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural65.wav.wav,1.0,1.493220329284668,NISQA_TTS_v1,B9
130,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural66.wav.wav,2.0,2.582732915878296,NISQA_TTS_v1,B9
131,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural67.wav.wav,1.0,3.95221209526062,NISQA_TTS_v1,B9
132,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural68.wav.wav,1.0,1.735212802886963,NISQA_TTS_v1,B9
133,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural69.wav.wav,3.0,2.589994192123413,NISQA_TTS_v1,B9
134,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural72.wav.wav,2.0,1.661796808242798,NISQA_TTS_v1,B9
135,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural73.wav.wav,1.0,2.758231401443481,NISQA_TTS_v1,B9
136,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural74.wav.wav,1.0,1.8756791353225708,NISQA_TTS_v1,B9
137,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural75.wav.wav,1.0,1.5612550973892212,NISQA_TTS_v1,B9
138,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural76.wav.wav,1.0,2.611687183380127,NISQA_TTS_v1,B9
139,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural78.wav.wav,1.0,3.000997304916382,NISQA_TTS_v1,B9
140,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural79.wav.wav,1.0,1.8486735820770264,NISQA_TTS_v1,B9
141,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural80.wav.wav,1.0,1.4733339548110962,NISQA_TTS_v1,B9
142,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural81.wav.wav,1.0,1.515353083610535,NISQA_TTS_v1,B9
143,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural82.wav.wav,2.0,1.8495230674743648,NISQA_TTS_v1,B9
144,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural83.wav.wav,1.0,3.828369379043579,NISQA_TTS_v1,B9
145,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural84.wav.wav,2.0,2.621354818344116,NISQA_TTS_v1,B9
146,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural86.wav.wav,2.0,4.266990184783936,NISQA_TTS_v1,B9
147,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural88.wav.wav,2.0,1.491968870162964,NISQA_TTS_v1,B9
148,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural89.wav.wav,1.0,3.2243168354034424,NISQA_TTS_v1,B9
149,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural90.wav.wav,1.0,1.5748900175094604,NISQA_TTS_v1,B9
150,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural91.wav.wav,1.0,3.313270330429077,NISQA_TTS_v1,B9
151,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural92.wav.wav,1.0,2.996525526046753,NISQA_TTS_v1,B9
152,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural93.wav.wav,1.0,2.735401391983032,NISQA_TTS_v1,B9
153,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural94.wav.wav,1.0,2.1855309009552,NISQA_TTS_v1,B9
154,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural95.wav.wav,1.0,2.258557081222534,NISQA_TTS_v1,B9
155,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural98.wav.wav,1.0,2.516289472579956,NISQA_TTS_v1,B9
156,/home/aleph/tesis/frontend/public/assets/stimuli_norm/B/B9/VTLP_es-ES-ElviraNeural99.wav.wav,1.0,1.6444636583328247,NISQA_TTS_v1,B9
157,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2.wav,2.0,3.100811243057251,NISQA_TTS_v1,C7
158,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_50.wav,2.0,3.391296625137329,NISQA_TTS_v1,C7
159,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_52.wav,2.0,2.9577624797821045,NISQA_TTS_v1,C7
160,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_53.wav,1.0,2.7805511951446533,NISQA_TTS_v1,C7
161,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_54.wav,1.0,3.576993227005005,NISQA_TTS_v1,C7
162,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_55.wav,1.5,3.380271673202514,NISQA_TTS_v1,C7
163,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_56.wav,3.0,3.0041966438293457,NISQA_TTS_v1,C7
164,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_57.wav,1.0,3.321054458618164,NISQA_TTS_v1,C7
165,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_59.wav,1.0,2.9640724658966064,NISQA_TTS_v1,C7
166,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_60.wav,2.0,3.3585879802703857,NISQA_TTS_v1,C7
167,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_61.wav,2.0,3.236800193786621,NISQA_TTS_v1,C7
168,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_62.wav,2.0,3.1531128883361816,NISQA_TTS_v1,C7
169,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_63.wav,2.0,3.043978452682495,NISQA_TTS_v1,C7
170,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_64.wav,1.5,3.955734968185425,NISQA_TTS_v1,C7
171,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_65.wav,1.0,3.166990041732788,NISQA_TTS_v1,C7
172,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_66.wav,4.0,3.3271822929382324,NISQA_TTS_v1,C7
173,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_69.wav,2.0,3.784618139266968,NISQA_TTS_v1,C7
174,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_70.wav,2.0,3.113395929336548,NISQA_TTS_v1,C7
175,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_71.wav,1.0,3.071868419647217,NISQA_TTS_v1,C7
176,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_72.wav,1.0,3.0476224422454834,NISQA_TTS_v1,C7
177,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_73.wav,2.0,2.791211605072021,NISQA_TTS_v1,C7
178,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_74.wav,1.0,3.4992330074310303,NISQA_TTS_v1,C7
179,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_75.wav,4.0,3.59877347946167,NISQA_TTS_v1,C7
180,/home/aleph/tesis/frontend/public/assets/stimuli_norm/C/C7/conchita2_76.wav,2.0,3.802720785140991,NISQA_TTS_v1,C7
